516227103,7,big disappointment,1,1,1,,7,,big,disappointment,,p8b;,rcgroups.com;,184109777;,no,1,3,5
54225214,ford model a,choice,1,1,1,ford model,a,,,choice,,p8b;,athomemechanic.com;,411598690;,yes,5,0,4
502492695,0029 b,branched-chain c1-6alkyl,1,1,1,0029,b,,branched-chain,c1-6alkyl,,p8a;,faqs.org;,87210809;,uncertain,1,5,3
124467686,0019]x2,methylene b,1,1,1,,0019]x2,,methylene,b,,p8a;,faqs.org;,58079142;,uncertain,1,5,3
344425380,colour accuracy,slight problem,2,1,2,colour,accuracy,,slight,problem,,p8b;,goodgearguide.com.au;idg.com.au;,19576496;19421634;,uncertain,2,3,4
270852864,advance in the southeastern,stocker cattle,1,1,1,,advance,in the southeastern,stocker,cattle,,p23b;,livestockweekly.com;,27861768;,no,0,3,6
369033327,railey added,great start for me,1,1,1,railey,added,,great,start,for me,p8b;,thedailysail.com;,237477977;,no,0,3,6
484633465,addition of radioisotope i125,nucleic acid damage,1,1,1,,addition,of radioisotope i125,nucleic acid,damage,,p3a;,google.com;,37650832;,uncertain,1,6,2
516170918,super corrupt administration,"huge failure,period",1,1,1,super corrupt,administration,,huge,"failure,period",,p8c;,cnn.com;,12417510;,yes,7,0,2
387574181,agnium,planet orbit the sun,1,1,1,,agnium,,,planet,orbit the sun,p8a;,wikipedia.org;,449234441;,no,1,3,5
445892433,civilian agency,service,1,1,1,civilian,agency,,,service,,p1;,army.mil;,281463260;,uncertain,4,2,3
11481611,aids,specific disease process,1,1,1,,aids,,specific disease,process,,p5;,ijstd.org;,393825647;,yes,5,3,1
125471954,nsf president shah alam,may,1,1,1,nsf president shah,alam,,,may,,p3a;,refworld.org;,427077043;,no,0,4,5
395418232,amount of mechanical handling,number of factor,2,1,2,,amount,of mechanical handling,,number,of factor,p3a;,google.com;google.es;,302270364;303686477;,no,3,1,5
47551857,another,game-time decision,2,1,2,,another,,game-time,decision,,p8a;,bulls101.com;sportsmedia101.com;,348670317;349454224;,no,2,2,5
134062544,combustion anthology for manhattan,member of the dramatistsguild,1,1,1,combustion,anthology,for manhattan,,member,of the dramatistsguild,p8a;,broadwayworld.com;,333482202;,no,1,3,5
241569338,and,appropriate intervention,1,1,1,,and,,appropriate,intervention,,p8a;,louisvilleschoolofmassage.com;,390096346;,no,2,1,6
395403486,fastin rc anchor,self-tapping anchor,1,1,1,fastin rc,anchor,,self-tapping,anchor,,p8a;,hindawi.com;,175204148;,uncertain,0,6,3
139491895,peripheral application,profile for other application,1,1,1,peripheral,application,,,profile,for other application,p16;,google.com;,88925125;,uncertain,4,3,2
82853786,argument,vampire rights association,1,1,1,,argument,,vampire rights,association,,p34;,factsandotherfairytales.com;,304821475;,no,0,3,6
90289469,area of research,study show link,1,1,1,,area,of research,,study,show link,p1;,pubmedcentralcanada.ca;,452465209;,no,2,0,7
238101647,arm 50,insertion instrument,1,1,1,,arm,50,insertion,instrument,,p5;,google.com;,253268908;,no,0,4,5
463568613,part-time arrangement,flexible work schedule,1,1,1,part-time,arrangement,,flexible work,schedule,,p3a;,uspto.gov;,169556040;,yes,7,1,1
29299535,assassination,honorable profession,1,1,1,,assassination,,honorable,profession,,p8a;,loyalbooks.com;,190705114;,no,1,0,8
83120490,deep space asteroid,destination,1,1,1,deep space,asteroid,,,destination,,p5;,wordpress.com;,146913885;,no,3,0,6
354736409,toolmaking association of south,major industry body,1,1,1,toolmaking,association,of south,major industry,body,,p3a;,africabusiness.com;,411438734;,no,3,0,6
28179192,attribute,object subtype,2,1,2,,attribute,,object,subtype,,p8a;,metacpan.org;cpan.org;,446043662;445966187;,no,2,1,6
1445441,authority of monuc,important personality,1,1,1,,authority,of monuc,important,personality,,p3a;,unesco.org;,411343552;,no,0,2,7
16144109,australia,model for a region,2,1,1,,australia,,,model,for a region,p5;,bravenewclimate.com;,235608956;243179689;,yes,5,1,3
1613341,awareness,overall improvement,1,1,1,,awareness,,overall,improvement,,p8d;,bmpcoe.org;,223811584;,no,2,1,6
12975751,bacterium,damage-causing agent,1,1,1,,bacterium,,damage-causing,agent,,p5;,caringforyourbody.org;,181090931;,yes,7,0,2
71161756,only sure deer barrier,brick wall 8-10 ft,1,1,1,only sure deer,barrier,,brick,wall,8-10 ft,p8a;,ncwildlife.org;,310586705;,no,4,0,5
94575788,bass,brilliant stuff on here,1,1,1,,bass,,brilliant,stuff,on here,p2;,sputnikmusic.com;,267269793;,no,0,1,8
95228370,chr bank,value of rom info,1,1,1,chr,bank,,,value,of rom info,p5;,jabosoft.com;,282922330;,no,0,1,8
207078178,pull pork bagel,combination,1,1,1,pull pork,bagel,,,combination,,p1;,confessionsofaglutton.com;,212675765;,no,3,0,6
246420591,de costa bay,sheltered dive site,1,1,1,de costa,bay,,sheltered dive,site,,p8a;,proscubadiver.net;,197407395;,no,3,1,5
371619168,basis of caprolactam,amine as chain regulator,2,1,2,,basis,of caprolactam,,amine,as chain regulator,p8a;,google.com;patentgenius.com;,430021816;121333806;,no,0,3,6
447336728,barber,tourism,2,1,1,,barber,,,tourism,,p5;,issuu.com;,294765933;382306859;,no,0,1,8
179060419,sugar beet,fermented plan,1,1,1,sugar,beet,,fermented,plan,,p4;,foodrecap.net;,257490369;,no,2,2,5
467032669,united kingdom bed,victorian town house,1,1,1,united kingdom,bed,,victorian town,house,,p8a;,realadventures.com;,321354889;,no,0,1,8
478528313,bellieve,animal,1,1,1,,bellieve,,,animal,,p4;,friendsofanimals.org;,391854878;,no,0,0,9
493473282,beside,bird,1,1,1,,beside,,,bird,,p8b;,ficwad.com;,136149330;,no,0,0,9
508437025,point because,unfalsifiability of darwinism,1,1,1,point,because,,,unfalsifiability,of darwinism,p12a;,antievolution.org;,389901367;,no,0,1,8
8599601,mile millers river blue,excellent stretch of river,1,1,1,mile millers river,blue,,excellent,stretch,of river,p8a;,supthemag.com;,443503332;,uncertain,3,5,1
453822385,magnificent blog,pressure the message house,1,1,1,magnificent,blog,,,pressure,the message house,p26;,tickledred.com;,284528469;,no,0,0,9
85809753,book,massive range of product,11,1,11,,book,,massive,range,of product,p3a;,midlandscashback.com;giveortake.com;cashbacktoyou.co.uk;mailcashback.com;cashbackshopper.co.uk;scotlandcashback.com;telegraphcashback.com;mercurycashback.com;mirrorcashback.com;chroniclecashback.co.uk;echocashback.com;,96457815;96464989;217966263;96506110;186320932;96486782;96456313;96529226;96525189;96468024;96491645;,no,3,0,6
95659273,book of photograph,personal diary,1,1,1,,book,of photograph,personal,diary,,p8a;,artbook.com;,176422123;,no,1,1,7
163497260,editorial board for metabolomics,adjunct faculty member,1,1,1,editorial,board,for metabolomics,adjunct faculty,member,,p8a;,rti.org;,376813141;,no,0,3,6
172239577,bomb,cause most,1,1,1,,bomb,,cause,most,,p4;,theengineer.co.uk;,84308907;,no,0,0,9
189624215,recipesthis book,discussion,1,1,1,recipesthis,book,,,discussion,,p8a;,slideshare.net;,73439129;,no,0,0,9
195088678,forbes board,sign,1,1,1,forbes,board,,,sign,,p20a;,techmeme.com;,283023520;,no,0,1,8
268105863,boulder,special weapon,1,1,1,,boulder,,special,weapon,,p5;,ilounge.com;,241254698;,no,0,0,9
309735769,multilateral body,number of governmental,1,1,1,multilateral,body,,,number,of governmental,p8c;,nzdl.org;,450429223;,no,1,0,8
364602922,booth at trade show,thing,1,1,1,,booth,at trade show,,thing,,p1;,northcoastnow.com;,260324696;,yes,7,0,2
454726712,body,slender delicacy,1,1,1,,body,,slender,delicacy,,p8a;,hegre-art.com;,321885271;,no,0,0,9
493489301,fanelli boysno,one-camera show,1,1,1,fanelli,boysno,,one-camera,show,,p8a;,vulture.com;,73346452;,uncertain,0,7,2
80002283,bracket for the hose,metal work,1,1,1,,bracket,for the hose,metal,work,,p3a;,herald-journal.com;,429240226;,yes,5,2,2
136321029,lan broadcast,various event notification method,3,1,1,lan,broadcast,,various event notification,method,,p3a;,infortrend.com;,124056742;352618710;74687740;,no,1,3,5
185084419,world-affirming buddhist ethical teaching,sri lankan theravadan tradition,1,1,1,world-affirming,buddhist,ethical teaching,sri lankan theravadan,tradition,,p23b;,buddhanetz.org;,214710706;,uncertain,4,3,2
340268455,buddy,delta authority,1,1,1,,buddy,,delta,authority,,p3a;,gjsentinel.com;,442298020;,no,1,0,8
94207796,byre in step s320,default value of 8,1,1,1,,byre,in step s320,default,value,of 8,p5;,google.fr;,99794110;,uncertain,0,5,4
119735190,pm bypass,waste of taxpayer money,1,1,1,pm,bypass,,,waste,of taxpayer money,p8a;,irisheconomy.ie;,369075663;,uncertain,4,4,1
299278656,bytes)cherokee,web server chive_1 7,1,1,1,,bytes)cherokee,,web server,chive_1,7,p8a;,fossies.org;,16592341;,uncertain,0,5,4
28678419,candidate,difficult process,1,1,1,,candidate,,difficult,process,,p8b;,blogspot.com;,416018828;,no,1,0,8
59374069,user-defined category,user-defined product category,1,1,1,user-defined,category,,user-defined product,category,,p8a;,google.com.au;,307053422;,yes,5,1,3
126919906,call,many delicious dip,1,1,1,,call,,many delicious,dip,,p3a;,nuts.com;,295687391;,no,0,1,8
137318284,favorite cathedral,couple of wenches,1,1,1,favorite,cathedral,,,couple,of wenches,p23d;,typepad.com;,182809288;,no,0,2,7
239830292,cameo,fun favor ah,1,1,1,,cameo,,fun favor,ah,,p8b;,comicbookmovie.com;,5334477;,no,0,1,8
267971643,joint capsule,peripheral tissue,1,1,1,joint,capsule,,peripheral,tissue,,p3a;,dvm360.com;,162814932;,uncertain,3,2,4
292802706,cause of the development,question of greatest importance,1,1,1,,cause,of the development,,question,of greatest importance,p8a;,blogspot.com;,11696219;,uncertain,3,2,4
300635368,case,equitable action,1,1,1,,case,,equitable,action,,p8a;,state.sc.us;,283989779;,no,1,1,7
390086334,famous artist george catlin,national outcry,1,1,1,famous artist george,catlin,,national,outcry,,p3a;,dailykos.com;,22699006;,no,2,0,7
396255041,carter,professional bowler,1,1,1,,carter,,professional,bowler,,p1;,stlouissportshalloffame.com;,161688393;,uncertain,3,3,3
469835874,rental car,police report filed,1,1,1,rental,car,,police report,filed,,p8b;,wikilaw3k.org;,399750504;,no,1,1,7
151393667,many celebrity,test of time,1,1,1,many,celebrity,,,test,of time,p21b;,forexpulse.com;,123227638;,no,0,2,7
397441096,community center,target in the uk,1,1,1,community,center,,,target,in the uk,p5;,muslimnews.co.uk;,383572476;,uncertain,4,1,4
501533451,milton celebration,subtle and,1,1,1,milton,celebration,,subtle,and,,p8a;,enotes.com;,108704529;,no,0,1,8
132127029,cheez-its,sweet recipe,1,1,1,,cheez-its,,sweet,recipe,,p5;,donnahup.com;,450125828;,no,1,1,7
136498448,challenge of group therapy,many factor,2,1,1,,challenge,of group therapy,many,factor,,p5;,correctionalnews.com;,303789776;98500323;,no,0,1,8
265511877,meerkatz challengeiphone 2014,puzzle platformer,1,1,1,meerkatz,challengeiphone,2014,puzzle,platformer,,p8a;,mobygames.com;,373144945;,uncertain,3,2,4
350592104,sodium chloride,usual one include salt,1,1,1,sodium,chloride,,usual,one,include salt,p5;,google.com;,215044340;,yes,5,2,2
376011379,lil chica,kinky little girl,1,1,1,lil,chica,,,kinky,little girl,p8a;,keezmovies.com;,260397128;,no,3,1,5
446762548,minimum meter charge,seasonal metered service,1,1,1,minimum meter,charge,,seasonal metered,service,,p3a;,jamestownri.com;,323660406;,uncertain,1,4,4
37761380,citabra,stock,1,1,1,,citabra,,,stock,,p25;,rcgroups.com;,6524798;,uncertain,0,5,4
341270445,cilantro,yummies,1,1,1,,cilantro,,,yummies,,p7;,blogspot.com;,45701752;,no,2,2,5
515572930,city drive with spurt,l/100 km,1,1,1,,city,drive with spurt,l/100,km,,p23b;,autos.ca;,358813986;,no,0,2,7
272448702,climate,hardieplank lap siding,1,1,1,,climate,,hardieplank lap,siding,,p34;,alliedsidingandwindows.com;,204859385;,no,0,1,8
318919446,classic like mild,selection of wing sauce,1,1,1,,classic,like mild,,selection,of wing sauce,p3a;,myothercitybythebay.com;,41037233;,no,2,2,5
1215871,large water container,acceptable alternative,1,1,1,large water,container,,acceptable,alternative,,p8c;,beautyofbirds.com;,179994538;,no,1,3,5
50304711,concept of shopping,special occasion,1,1,1,,concept,of shopping,special,occasion,,p5;,crystalgraphics.com;,266846829;,no,1,2,6
58596369,thomas bryan courtier,english courtier,1,1,1,thomas bryan,courtier,,english,courtier,,p8b;,geni.com;,418664208;,uncertain,2,5,2
64765673,retail company,top-down solution impractical,1,1,1,retail,company,,top-down solution,impractical,,p2;,destinationcrm.com;,328602097;,no,0,1,8
72627323,whole country around ellis,wash of slush,1,1,1,whole,country,around ellis,,wash,of slush,p8a;,friendslittlebighorn.com;,219676959;,no,0,0,9
136567131,commodity,competitive market,1,1,1,,commodity,,competitive,market,,p2;,nonwovens-industry.com;,1122321;,no,3,1,5
143006308,connecticut,campus,2,1,2,,connecticut,,,campus,,p3a;,petersons.com;wikipedia.org;,444712314;107094433;,no,0,0,9
150688182,courtyard,interesting shop,1,1,1,,courtyard,,interesting,shop,,p21d;,cityofsound.com;,418448199;,no,0,1,8
174470972,cock,fair size,2,1,2,,cock,,fair,size,,p8b;,sexstories.com;fantasies.com;,103271258;339183822;,no,2,1,6
267496835,gcc country,dollar,1,1,1,gcc,country,,,dollar,,p5;,slideshare.net;,127198614;,no,0,1,8
271642765,calorie content,course of a day,1,1,1,calorie,content,,,course,of a day,p24;,google.com;,38338356;,no,0,1,8
324916968,high pitch count,a.j,1,1,1,high pitch,count,,,a.j,,p25;,janeheller.com;,111902047;,no,0,0,9
353773543,fatal condition,treatment,2,1,2,fatal,condition,,,treatment,,p28d;,dailykos.com;rhrealitycheck.org;,342649361;342692830;,no,0,1,8
355032683,competition,unqualified social good,1,1,1,,competition,,unqualified social,good,,p8a;,blogs.com;,32827333;,no,1,1,7
444574769,polk county,state militia,1,1,1,polk,county,,state,militia,,p23b;,thelibrary.org;,158130316;,no,0,1,8
444683990,corais,bed&amp,1,1,1,,corais,,,bed&amp,,p8a;,travellerspoint.com;,52608049;,no,0,2,7
491094160,course,hope in democratic party,1,1,1,,course,,,hope,in democratic party,p8a;,horsesass.org;,378423726;,no,0,1,8
506165048,consultant work for ernst,prestigious consulting firm,1,1,1,,consultant,work for ernst,prestigious consulting,firm,,p1;,blogspot.com;,151479209;,uncertain,3,4,2
30817385,cp,variety of cp,3,1,3,,cp,,,variety,of cp,p26;,google.co.uk;google.com;google.ca;,213672664;213653025;213683877;,uncertain,4,1,4
235517748,cpa,manager with cliftonlarsonallen llp,1,1,1,,cpa,,,manager,with cliftonlarsonallen llp,p8a;,idahobusinessreview.com;,20325769;,no,1,3,5
20195798,techno crazed,bestseller on all romance,1,1,1,techno,crazed,,,bestseller,on all romance,p8a;,sarahmakela.com;,333118280;,no,0,4,5
34279179,culture,sense of cultural identity,1,1,1,,culture,,,sense,of cultural identity,p3a;,pbs.org;,380732664;,yes,5,1,3
273170832,cupcake,miette,1,1,1,,cupcake,,,miette,,p34;,blogspot.com;,89723854;,no,0,3,6
237816240,harley-davidson street glide cvo,new motorcycle from harley-davidson,1,1,1,harley-davidson street glide,cvo,,new,motorcycle,from harley-davidson,p8a;,motorcycle.com;,252150445;,yes,6,1,2
46720929,cyanide,selective analysis of ion,1,1,1,,cyanide,,selective,analysis,of ion,p27a;,google.es;,75970157;,no,0,3,6
389050924,marshall danmiy,best-turned-out-man in america,1,1,1,marshall,danmiy,,,best-turned-out-man,in america,p12a;,ufl.edu;,87715240;,no,1,3,5
466309901,da',dynabrade palm sander model,1,1,1,,da',,dynabrade palm sander,model,,p8a;,hotrodders.com;,246456745;,no,0,3,6
43867468,game developer,various background,1,1,1,game,developer,,various,background,,p5;,dailysocial.net;,294923857;,no,1,0,8
69236352,fourth degree,many other local organization,2,1,2,fourth,degree,,many other local,organization,,p3a;,legacy.com;pressherald.com;,315678680;315317720;,no,0,0,9
93324141,deal for fire mountain,top brand,1,1,1,,deal,for fire mountain,top,brand,,p1;,knoji.com;,64436186;,no,0,2,7
104163259,home design,addition,1,1,1,home,design,,,addition,,p8b;,freerepublic.com;,196523287;,no,1,2,6
138297365,joy despondency,symptom,1,1,1,joy,despondency,,,symptom,,p8a;,avesta.org;,9250116;,yes,5,2,2
142973806,development of hcc,professional growth,2,1,1,,development,of hcc,professional,growth,,p3a;,villagesoup.com;,28380014;142660502;,no,1,2,6
144460193,destruction,laotian people,1,1,1,,destruction,,laotian,people,,p1;,radicalparty.org;,231776533;,no,0,0,9
331340546,rsa des,established standard,1,1,1,rsa,des,,established,standard,,p8a;,google.com;,116022119;,no,1,2,6
345889853,defender of the,however,1,1,1,,defender,of the,,however,,p8a;,baptistnews.com;,76123933;,no,0,0,9
431442827,current density,density between about 0.1,3,1,1,current,density,,,density,between about 0.1,p8a;,google.co.uk;,302935871;272381170;117119003;,no,2,2,5
499955920,sacred despot,serviceable band,1,1,1,sacred,despot,,serviceable,band,,p8a;,docstoc.com;,312563552;,no,0,2,7
390563,derive dimension,explanation with diagram,1,1,1,derive,dimension,,,explanation,with diagram,p3a;,lacoe.edu;,422017634;,no,1,3,5
244376510,display content controller 6,display controller,5,1,3,,display,content controller 6,display,controller,,p5;,google.com;google.es;google.ca;,386308170;386125988;385980802;385879897;386240653;,uncertain,4,2,3
255433140,swimming pool dimensions,good chance,1,1,1,swimming pool,dimensions,,good,chance,,p8a;,isport.com;,365163363;,no,0,0,9
318508265,skin diseasesany disease,deviation,1,1,1,skin diseasesany,disease,,,deviation,,p8a;,icd9data.com;,106186321;,no,2,0,7
513653978,known distribution,consequence of diffusion,1,1,1,known,distribution,,,consequence,of diffusion,p8a;,questia.com;,59823431;,uncertain,2,3,4
79804658,800pmdjs wiilwaal salah donyale,news,1,1,1,800pmdjs wiilwaal salah,donyale,,,news,,p8a;,kfai.org;,372229415;,no,0,1,8
127062450,ken dodd,day,1,1,1,ken,dodd,,,day,,p5;,cinematreasures.org;,452748764;,no,0,0,9
196029839,dress,post with do's,1,1,1,,dress,,,post,with do's,p43;,modestjune.com;,4305847;,no,0,0,9
308939360,obesity drug,vivus qsymia,1,1,1,obesity,drug,,vivus,qsymia,,p23c;,fool.com;,174092799;,no,1,0,8
461499976,drop of brilliance,common response,1,1,1,,drop,of brilliance,common,response,,p8b;,marshallandme.com;,306998611;,no,0,1,8
493068154,dragon,good move,1,1,1,,dragon,,good,move,,p8b;,mangahelpers.com;,410735967;,no,0,1,8
87978997,eaca,hemostatic agent,1,1,1,,eaca,,hemostatic,agent,,p2;,google.com;,158173464;,no,1,3,5
310750986,earl,prince of the royal,1,1,1,,earl,,,prince,of the royal,p8b;,angelfire.com;,405346901;,no,3,1,5
401988194,earthquake,day since a couple,1,1,1,,earthquake,,,day,since a couple,p12a;,earthquake-report.com;,15070809;,no,0,0,9
493445912,effect,power food gregarious nate,1,1,1,,effect,,power food gregarious,nate,,p8a;,kitchenparade.com;,258608066;,no,0,1,8
414562612,environment,tad dusty,1,1,1,,environment,,tad,dusty,,p8b;,londonreconnections.com;,188783126;,no,1,3,5
140679423,reliance tj et,attitude,1,1,1,reliance tj,et,,,attitude,,p24;,history.ac.uk;,454914816;,no,0,1,8
17471831,fact europe,long-term investment,1,1,1,fact,europe,,long-term,investment,,p8a;,seekingalpha.com;,432792277;,no,0,1,8
140519485,eu,workshop with south africas,1,1,1,,eu,,,workshop,with south africas,p3a;,sportingpost.co.za;,210795431;,no,0,0,9
413288236,everytime a bomb,location,1,1,1,,everytime,a bomb,,location,,p8a;,programmersheaven.com;,10240430;,no,0,0,9
14220439,execution the empire,criminal human being,1,1,1,,execution,the empire,criminal human,being,,p23d;,religion-online.org;,203211093;,no,0,1,8
19194895,extent,smart-mode,1,1,1,,extent,,,smart-mode,,p36;,phoronix.com;,95899172;,no,0,1,8
137559495,executive the right,filter,1,1,1,,executive,the right,,filter,,p5;,thetechherald.com;,138316200;,no,0,1,8
128278874,fact a wedding,conformist act,1,1,1,,fact,a wedding,conformist,act,,p8a;,noisyastronomer.com;,165408630;,no,0,2,7
172501359,fact,big year for me,1,1,1,,fact,,big,year,for me,p8a;,mlblogs.com;,395033108;,no,0,0,9
247606769,fau,important week because ground,1,1,1,,fau,,important,week,because ground,p8b;,rivals.com;,146884477;,no,0,0,9
380991926,parking facility,accessible area,1,1,1,parking,facility,,accessible,area,,p5;,globalspec.com;,363494755;,yes,6,0,3
363977372,idaho shakespeare festival,boise,1,1,1,idaho shakespeare,festival,,,boise,,p3a;,boisecentre.com;,333267037;,no,0,2,7
5863624,organic film,printing process,1,1,1,organic,film,,printing,process,,p5;,google.com;,66132962;,no,1,3,5
232328027,purpose fig 4,validation process,1,1,1,purpose,fig,4,validation,process,,p43;,researchgate.net;,421383480;,no,0,4,5
328628703,fig 4,event timeline,1,1,1,,fig,4,event,timeline,,p8a;,google.fr;,418824963;,no,1,3,5
329768117,fig 4,printout of the result,1,1,1,,fig,4,,printout,of the result,p8a;,google.es;,323632960;,no,2,2,5
442161917,filter,utensil,1,1,1,,filter,,,utensil,,p1;,jewishgen.org;,143028790;,no,2,2,5
461058370,si file,software,1,1,1,si,file,,,software,,p5;,intomobile.com;,152056484;,uncertain,0,5,4
73112750,sophomore caroline fleming,team top scorer,1,1,1,sophomore caroline,fleming,,,team,top scorer,p12a;,miprepzone.com;,392528357;,yes,7,0,2
293912861,cork floor,material for the renovation,1,1,1,cork,floor,,,material,for the renovation,p3a;,thegreenbuilding.net;,395097988;,yes,5,2,2
249028587,djemma el fna,back,1,1,1,djemma el,fna,,,back,,p23d;,worldnomads.com;,28041775;,no,0,4,5
128340018,fast food,hard job,1,1,1,fast,food,,hard,job,,p8a;,cnn.com;,176151838;,yes,7,0,2
180242083,toms footwear,collection of jogging shoe,1,1,1,toms,footwear,,,collection,of jogging shoe,p8a;,mhfwiki.net;,83998112;,yes,6,1,2
206266009,strike force,character interaction,1,1,1,strike,force,,character,interaction,,p8d;,tikiroom.com;,190121330;,uncertain,0,5,4
259366994,force,worldwhere the government cannot,1,1,1,,force,,,worldwhere,the government cannot,p25;,nybooks.com;,40748048;,no,0,0,9
301156992,food in the dining,other cruise,1,1,1,,food,in the dining,other,cruise,,p8a;,cruisecritic.com;,436618407;,no,0,0,9
448460478,wrong format,costume,1,1,1,wrong,format,,,costume,,p12c;,blogspot.com;,433063454;,no,0,0,9
151188949,framework of the international,rcsl,1,1,1,,framework,of the international,,rcsl,,p23e;,isa-sociology.org;,297776911;,no,0,3,6
290306600,fret,dipole-dipole energy transfer mechanism,2,1,1,,fret,,dipole-dipole energy transfer,mechanism,,p8a;,freshpatents.com;,79001972;64479849;,uncertain,0,6,3
293517612,cabernet franc,december,1,1,1,cabernet,franc,,,december,,p21c;,blogspot.com;,225347779;,no,0,1,8
412074703,covalent organic framework,particle,2,1,1,covalent organic,framework,,,particle,,p8a;,faqs.org;,261560509;261570633;,no,0,3,6
251838969,ftp,information bank,1,1,1,,ftp,,information,bank,,p5;,wordpress.com;,306212704;,uncertain,1,4,4
41706002,fund,several consideration,1,1,1,,fund,,several,consideration,,p3a;,federalregister.gov;,412598633;,no,0,0,9
456025589,fuel in diesel,gasoline,1,1,1,,fuel,in diesel,,gasoline,,p8a;,autoblog.com;,186136415;,uncertain,4,2,3
